ID,Godzina rozpoczęcia,Godzina ukończenia,Adres e-mail,Nazwa,Czas ostatniej modyfikacji,Na jakim poziomie stanowiska pracujesz w Legii Warszawa,Jaki jest Twój staż pracy w Legii,"Kiedy myślisz „sztuczna inteligencja”, „AI”, jakie są Twoje pierwsze skojarzenia? Zapisz słowa, hasła, które przychodzą Ci go głowy","Generatory tekstu (np. ChatGPT, Gemini, Grok, Perplexity) ","Generatory obrazów (np. Midjourney, DALL-E, Sora) ","Asystenci głosowi (np. Siri, Asystent Google) ","Asystenci spotkań (narzędzia podsumowujące spotkania online Teams, Google, Fireflies) ","Czy korzystasz obecnie z narzędzi opartych na sztucznej inteligencji/ AI?
","Jak często używasz narzędzi opartych na AI?
","Do czego wykorzystujesz AI? Wskaż wszystkie opcje, z których korzystasz:
","Jak oceniasz obsługę znanych Ci narzędzi AI na bazie swoich doświadczeń?
","Czy widzisz realną potrzebę wykorzystania rozwiązań AI w swojej codziennej pracy?
","Jakie są Twoje odczucia wobec możliwości wykorzystywania AI w Twoim miejscu pracy, na Twoim stanowisku?
","Poniżej wskazano potencjalne korzyści z wykorzystania AI w miejscu pracy. Uszereguj je od najbardziej do najmniej przydatnego w Twojej pracy
","Brak wiedzy i umiejętności – nie wiem, jak efektywnie wykorzystywać AI w mojej pracy ",Brak dostępu – klub nie zapewnia narzędzi AI przydatnych w mojej pracy ,"Brak wytycznych – nie mam jasności, jak bezpiecznie i etycznie używać AI  ","Wątpliwości – obawiam się o bezpieczeństwo danych i wiarygodność informacji, które podaje AI ",Brak czasu – obowiązki nie pozwalają mi na wdrażanie nowych narzędzi ,Brak potrzeby – na moim stanowisku wsparcie AI jest zbędne ,"Czego chciał_byś się dowiedzieć, nauczyć, aby korzystać z AI w pracy w efektywny sposób?

","Czy dotychczas korzystał_ś z jakichś usług/ produktów uzupełniających wiedzę, podnoszących kompetencje w obszarze sztucznej inteligencji/ AI?
"
30,10/17/25 15:34:36,10/17/25 15:38:31,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",więcej niż 6 lat,Roboty ,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,Korzystał_m kiedyś,Nie korzystam z narzędzi opartych na sztucznej inteligencji,,,,Nie,"Nie ma to dla mnie znaczenia, nie wydaje mi się, aby AI wpływało na moją obecną pracę.","Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Efektywność – szybsza realizacja codziennych zadań. ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Motywacja – mniej monotonnych i powtarzalnych zadań ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;",Neutralnie,Neutralnie,Neutralnie,Raczej się zgadzam ,Zdecydowanie się zgadzam ,Zdecydowanie się zgadzam ,,Nie korzystał_m z żadnych usług/ produktów;
31,10/17/25 15:37:22,10/17/25 15:43:37,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",więcej niż 6 lat,"Pomoc, wsparcie ",Korzystam obecnie,Nigdy nie korzystał_m ,Korzystam obecnie,Korzystam obecnie,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Wyszukiwanie i podsumowywanie informacji;Automatyzacja powtarzalnych zadań;",5,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Efektywność – szybsza realizacja codziennych zadań. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;",Zdecydowanie się nie zgadzam ,Zdecydowanie się zgadzam ,Zdecydowanie się zgadzam ,Raczej się zgadzam ,Neutralnie,Zdecydowanie się nie zgadzam ,,Nie korzystał_m z żadnych usług/ produktów;
32,10/17/25 17:38:07,10/17/25 17:45:01,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",od 1 do 3 lat,"Automatyzacja, pomoc, oszczędność czasu",Korzystam obecnie,Korzystał_m kiedyś,Korzystał_m kiedyś,Korzystał_m kiedyś,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy dziennie,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Analiza danych;Wyszukiwanie i podsumowywanie informacji;Wsparcie w podejmowaniu decyzji;",5,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Efektywność – szybsza realizacja codziennych zadań. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;",Neutralnie,Zdecydowanie się zgadzam ,Zdecydowanie się zgadzam ,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,"Analiza danych, analiza video, wsparcie w planowaniu ścieżek rozowju, wyodrębnianie wskaźników dot. rozwoju zawodników, tworzenie grafik, agentów","Tak, brał_m udział w kursach/szkoleniach;Tak, czytał_m książki/ publikacje naukowe;Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
33,10/17/25 17:42:25,10/17/25 17:48:10,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",więcej niż 6 lat,"Szybkie uzyskiwanie informacji, pomoc, wygoda, zagrożenie ",Korzystam obecnie,Nigdy nie korzystał_m ,Korzystam obecnie,Korzystam obecnie,"Tak, tylko w życiu prywatnym",Kilka razy w tygodniu,Wyszukiwanie i podsumowywanie informacji;,4,Nie,"AI mnie ciekawi – chciał_bym sprawdzić, jak AI może usprawnić moją pracę.","Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Motywacja – mniej monotonnych i powtarzalnych zadań ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Efektywność – szybsza realizacja codziennych zadań. ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;",Raczej się zgadzam ,Neutralnie,Raczej się zgadzam ,Raczej się zgadzam ,Neutralnie,Raczej się zgadzam ,,"Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
34,10/17/25 21:01:15,10/17/25 21:05:04,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",więcej niż 6 lat,"automatyzacja uczenie maszynowe  dane / big data  algorytmy  innowacja  roboty / robotyzacja  ChatGPT / asystent  technologia przyszłości  generatywność (obrazy, tekst, muzyka)  sztuczna kreatywność  deep learning  personalizacja  cyfrowa inteligencja  etyka / odpowiedzialność  automatyzacja decyzji  przewidywanie / analiza  rozwój / postęp  transformacja cyfrowa  człowiek i maszyna razem  zagrożenie / nadzór (ciemna strona AI)",Korzystam obecnie,Nigdy nie korzystał_m ,Korzystał_m kiedyś,Korzystam obecnie,Nie korzystam z narzędzi opartych na sztucznej inteligencji,,,,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Efektywność – szybsza realizacja codziennych zadań. ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;",Zdecydowanie się nie zgadzam ,Zdecydowanie się zgadzam ,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ," Jak zadawać skuteczne pytania (prompting) – czyli jak formułować polecenia, żeby AI dawała precyzyjne, wartościowe odpowiedzi, a nie ogólniki.  ⚙️ Jak integrować AI z codziennymi narzędziami pracy – np. jak połączyć ChatGPT z systemami CRM, arkuszami, mailem, dokumentami czy mediami społecznościowymi.  📊 Jak wykorzystywać AI do analizy danych – przetwarzanie dużych zbiorów informacji, wyciąganie wniosków, raportowanie i przewidywanie trendów.  ✍️ Jak korzystać z AI do tworzenia treści – copywriting, social media, prezentacje, grafiki, scenariusze spotów — ale z zachowaniem autentyczności i tonu marki.  🧩 Jak łączyć AI z kreatywnością i strategią – wykorzystywać AI nie tylko jako narzędzie, ale jako partnera w tworzeniu koncepcji, pomysłów i rozwiązań.  🛡️ Jak korzystać z AI bezpiecznie i etycznie – zrozumienie ograniczeń, kwestii RODO, własności danych i odpowiedzialności za decyzje podejmowane z pomocą AI.  🚀 Jak budować przewagę konkurencyjną dzięki AI – czyli jak AI może przyspieszyć procesy, obniżyć koszty, zwiększyć jakość obsługi i pomóc w rozwoju biznesu.","Tak, brał_m udział w kursach/szkoleniach;Tak, czytał_m książki/ publikacje naukowe;Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
35,10/18/25 7:48:12,10/18/25 7:51:08,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",od 3 do 6 lat,"Analiza danych , analiza zdjeć ",Korzystam obecnie,Korzystam obecnie,Korzystam obecnie,Korzystam obecnie,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy dziennie,Analiza danych;Wyszukiwanie i podsumowywanie informacji;Wsparcie w podejmowaniu decyzji;,4,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Efektywność – szybsza realizacja codziennych zadań. ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Motywacja – mniej monotonnych i powtarzalnych zadań ;",Zdecydowanie się nie zgadzam ,Raczej się zgadzam ,Zdecydowanie się zgadzam ,Raczej się zgadzam ,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,TAK,"Tak, czytał_m książki/ publikacje naukowe;Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
36,10/18/25 9:05:34,10/18/25 9:18:21,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",do 6 miesięcy,pomoc wyszukiwaniu informacji ,Korzystam obecnie,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,Wyszukiwanie i podsumowywanie informacji;,3,Tak,"AI jest dla mnie wyzwaniem – wymaga nauki i adaptacji, ale wspiera mój rozwój zawodowy.","Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;",Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,Raczej się zgadzam ,Zdecydowanie się zgadzam ,Neutralnie,"Rozszerzenia wiedzy na temat korzystania AI w tworzeniu prezentacji, raportów.","Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
37,10/18/25 20:44:22,10/18/25 20:49:57,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",od 1 do 3 lat,Pomoc ,Korzystam obecnie,Nigdy nie korzystał_m ,Korzystam obecnie,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,Automatyzacja powtarzalnych zadań;Wyszukiwanie i podsumowywanie informacji;,4,Nie,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Efektywność – szybsza realizacja codziennych zadań. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;",Zdecydowanie się nie zgadzam ,Raczej się zgadzam ,Zdecydowanie się zgadzam ,Neutralnie,Zdecydowanie się nie zgadzam ,Raczej się nie zgadzam ,,Nie korzystał_m z żadnych usług/ produktów;
38,10/19/25 11:05:03,10/19/25 11:12:18,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",więcej niż 6 lat,"Szansa, Zagrożenie, Pomoc, ",Korzystał_m kiedyś,Korzystał_m kiedyś,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w miesiącu,Wyszukiwanie i podsumowywanie informacji;Tłumaczenie tekstu;,3,Tak,"AI mnie ciekawi – chciał_bym sprawdzić, jak AI może usprawnić moją pracę.","Efektywność – szybsza realizacja codziennych zadań. ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Motywacja – mniej monotonnych i powtarzalnych zadań ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;",Raczej się zgadzam ,Zdecydowanie się nie zgadzam ,Raczej się nie zgadzam ,Neutralnie,Neutralnie,Zdecydowanie się nie zgadzam ,"Automatyzacja tworzenia terminarzów piłkarskich, automatyzacja tworzenia ofert, analiza danych","Tak, brał_m udział w kursach/szkoleniach;"
39,10/19/25 23:06:52,10/19/25 23:12:21,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",od 3 do 6 lat,wsparcie ,Korzystam obecnie,Nigdy nie korzystał_m ,Korzystał_m kiedyś,Korzystam obecnie,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy dziennie,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Wyszukiwanie i podsumowywanie informacji;Wsparcie w podejmowaniu decyzji;",5,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Efektywność – szybsza realizacja codziennych zadań. ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;",Neutralnie,Zdecydowanie się nie zgadzam ,Neutralnie,Raczej się nie zgadzam ,Neutralnie,Zdecydowanie się zgadzam ,chciałbym nauczyć się korzystać z innych aplikacji niż chat GPT,Nie korzystał_m z żadnych usług/ produktów;
40,10/20/25 7:43:20,10/20/25 8:02:11,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",od 3 do 6 lat,"Optymalizacja, efektywność, czas",Korzystam obecnie,Korzystam obecnie,Korzystał_m kiedyś,Korzystam obecnie,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,Automatyzacja powtarzalnych zadań;Wyszukiwanie i podsumowywanie informacji;,4,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Efektywność – szybsza realizacja codziennych zadań. ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Motywacja – mniej monotonnych i powtarzalnych zadań ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;",Raczej się nie zgadzam ,Raczej się zgadzam ,Zdecydowanie się zgadzam ,Zdecydowanie się zgadzam ,Raczej się nie zgadzam ,Zdecydowanie się nie zgadzam ,"W jakim zakresie mogę korzystać z takiej pomocy, jak robić to bezpiecznie z poszanowaniem etyki danych.","Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;Tak, czytał_m książki/ publikacje naukowe;"
41,10/20/25 9:37:03,10/20/25 9:41:55,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",od 6 miesięcy do 1 roku,"Duża pomoc, ale widzę też duże zagrożenia",Korzystam obecnie,Nigdy nie korzystał_m ,Korzystam obecnie,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w miesiącu,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Wyszukiwanie i podsumowywanie informacji;",5,Tak,"AI mnie ciekawi – chciał_bym sprawdzić, jak AI może usprawnić moją pracę.","Efektywność – szybsza realizacja codziennych zadań. ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Motywacja – mniej monotonnych i powtarzalnych zadań ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;",Raczej się zgadzam ,Zdecydowanie się zgadzam ,Raczej się zgadzam ,Raczej się zgadzam ,Neutralnie,Zdecydowanie się nie zgadzam ,,Nie korzystał_m z żadnych usług/ produktów;
42,10/20/25 9:46:11,10/20/25 9:54:30,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",więcej niż 6 lat,Ułatwienie pracy,Korzystam obecnie,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,Nie korzystam z narzędzi opartych na sztucznej inteligencji,,,,Tak,"AI jest dla mnie wyzwaniem – wymaga nauki i adaptacji, ale wspiera mój rozwój zawodowy.","Efektywność – szybsza realizacja codziennych zadań. ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;",Raczej się zgadzam ,Neutralnie,Raczej się zgadzam ,Neutralnie,Neutralnie,Neutralnie,,Nie korzystał_m z żadnych usług/ produktów;
43,10/20/25 9:58:49,10/20/25 9:59:02,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",od 1 do 3 lat,"efektywność, automatyzacja, ułatwianie życia",Korzystam obecnie,Korzystał_m kiedyś,Korzystał_m kiedyś,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy w tygodniu,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Analiza danych;Wyszukiwanie i podsumowywanie informacji;Wsparcie w podejmowaniu decyzji;",4,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Efektywność – szybsza realizacja codziennych zadań. ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Motywacja – mniej monotonnych i powtarzalnych zadań ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;",Raczej się nie zgadzam ,Raczej się nie zgadzam ,Raczej się nie zgadzam ,Raczej się zgadzam ,Raczej się nie zgadzam ,Zdecydowanie się nie zgadzam ,"Pomysłem jest zrobienie 30-minutowej prezentacji dla pracowników (np. na Zjedzmy i Porozmawiajmy) z bieżącymi informacjami o ogólnodostępnych bezpłatnych i płatnych narzędziech AI, które łatwo można wykorzystać z naszej branży, w różnych działach.","Tak, brał_m udział w kursach/szkoleniach;Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
44,10/20/25 9:19:07,10/20/25 10:05:31,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",od 1 do 3 lat,"automatyzacja, przyszłość, optymalizacja prostych zadań",Korzystam obecnie,Nigdy nie korzystał_m ,Korzystam obecnie,Korzystam obecnie,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy dziennie,"Analiza danych;Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);Wyszukiwanie i podsumowywanie informacji;Wsparcie w podejmowaniu decyzji;",5,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Efektywność – szybsza realizacja codziennych zadań. ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;",Zdecydowanie się nie zgadzam ,Zdecydowanie się zgadzam ,Raczej się zgadzam ,Neutralnie,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,"jaką politykę mamy w ramach korzystania z AI. Najlepiej, gdybyśmy mieli wewnętrzne narzędzie, ktore zapobiegałoby ryzyku wypłynięcia danych poza klub","Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
45,10/20/25 10:26:43,10/20/25 10:29:56,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",do 6 miesięcy,Narzędzia które pomagają mi w wykonywaniu pracy.,Korzystam obecnie,Korzystam obecnie,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,"Tak, zarówno w życiu prywatnym jak i w pracy",Kilka razy dziennie,Analiza danych;Wyszukiwanie i podsumowywanie informacji;,5,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Efektywność – szybsza realizacja codziennych zadań. ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;",Zdecydowanie się nie zgadzam ,Zdecydowanie się zgadzam ,Zdecydowanie się nie zgadzam ,Neutralnie,Zdecydowanie się nie zgadzam ,Zdecydowanie się nie zgadzam ,,"Tak, brał_m udział w kursach/szkoleniach;Tak, czytał_m książki/ publikacje naukowe;"
46,10/20/25 10:40:30,10/20/25 10:43:07,anonymous,,,"Zarządzam zespołem lub projektem (mam samodzielne stanowisko lub mam podległe osoby, odpowiadam za ich pracę, raportuję do Zarządu)",od 3 do 6 lat,"Nowe rozwiązania, nowe technologie ",Korzystam obecnie,Nigdy nie korzystał_m ,Nigdy nie korzystał_m ,Korzystam obecnie,"Tak, tylko w pracy",Kilka razy w miesiącu,Wyszukiwanie i podsumowywanie informacji;Analiza danych;,5,Tak,Postrzegam AI jako szansę – może odciążyć mnie od rutyny i wspierać kreatywność oraz działania strategiczne.,"Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Efektywność – szybsza realizacja codziennych zadań. ;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Motywacja – mniej monotonnych i powtarzalnych zadań ;",Raczej się zgadzam ,Neutralnie,Raczej się zgadzam ,Raczej się zgadzam ,Raczej się nie zgadzam ,Zdecydowanie się nie zgadzam ,"Tak, Planowanie , Prezentacje, Koszta, Motywacja ","Tak, oglądał_m przewodniki, filmy na YouTube lub innych kanałach;"
47,10/20/25 10:41:38,10/20/25 10:47:54,anonymous,,,"Mam stanowisko specjalistyczne (jestem członkiem zespołu, realizuję zadania pod kierunkiem osoby zarządzającej zespołem)",od 1 do 3 lat,nie do końca sprawdzone informacje,Korzystał_m kiedyś,Nigdy nie korzystał_m ,Korzystał_m kiedyś,Korzystał_m kiedyś,"Tak, tylko w pracy",Kilka razy w miesiącu,"Tworzenie tekstów lub treści (np. raporty, e-maile, prezentacje);",4,Nie,"Nie ma to dla mnie znaczenia, nie wydaje mi się, aby AI wpływało na moją obecną pracę.","Decyzje – łatwiejsze podejmowanie istotnych decyzji dzięki analizie danych;Efektywność – szybsza realizacja codziennych zadań. ;Organizacja – lepsze planowanie, priorytetyzacja i zarządzanie zadaniami.;Zaangażowanie – możliwość skupienia się na zadaniach o większym znaczeniu dla zespołu i dla klubu;Jakość – lepsze, bardziej precyzyjne efekty mojej pracy. ;Motywacja – mniej monotonnych i powtarzalnych zadań ;",Raczej się nie zgadzam ,Neutralnie,Neutralnie,Zdecydowanie się zgadzam ,Neutralnie,Neutralnie,,Nie korzystał_m z żadnych usług/ produktów;
